ID,state,temperature_avg,CDD,GDD,HDD,temperature_max,temperature_min,precipitation,snow_depth,snow_fall
2022-05,CA,67.4,134,548,51,102,38,0.01,,
2022-06,CA,75.5,324,773,1,105,51,0.09,,
2022-07,CA,76.4,358,823,0,103,55,,,
2022-08,CA,78.2,420,885,0,106,58,0,0,
2022-09,CA,76.4,349,799,0,114,53,0.28,,
2022-10,CA,66.8,118,529,54,97,41,0,0,
2022-11,CA,50.3,0,40,435,71,30,0.95,,
2022-12,CA,45.8,0,14,588,60,29,7.79,,
1866-01,IA,,,,,,,,,
1866-02,IA,,,,,,,,,
1866-03,IA,,,,,,,,,
1866-04,IA,,,,,,,,,
1866-05,IA,,,,,,,,,
1866-06,IA,,,,,,,,,
1866-07,IA,,,,,,,,,
1866-08,IA,,,,,,,,,
1866-09,IA,,,,,,,,,
1866-10,IA,,,,,,,,,
1866-11,IA,,,,,,,,,
1866-12,IA,,,,,,,,,
1867-01,IA,,,,,,,,,
1867-02,IA,,,,,,,,,
1867-03,IA,,,,,,,,,
1867-04,IA,,,,,,,,,
1867-05,IA,,,,,,,,,
1867-06,IA,,,,,,,,,
1867-07,IA,,,,,,,,,
1867-08,IA,,,,,,,,,
1867-09,IA,,,,,,,,,
1867-10,IA,,,,,,,,,
1867-11,IA,,,,,,,,,
1867-12,IA,,,,,,,,,
1868-01,IA,,,,,,,,,
1868-02,IA,,,,,,,,,
1868-03,IA,,,,,,,,,
1868-04,IA,,,,,,,,,
1868-05,IA,,,,,,,,,
1868-06,IA,,,,,,,,,
1868-07,IA,,,,,,,,,
1868-08,IA,,,,,,,,,
1868-09,IA,,,,,,,,,
1868-10,IA,,,,,,,,,
1868-11,IA,,,,,,,,,
1868-12,IA,,,,,,,,,
1869-01,IA,,,,,,,,,
1869-02,IA,,,,,,,,,
1869-03,IA,,,,,,,,,
1869-04,IA,,,,,,,,,
1869-05,IA,,,,,,,,,
1869-06,IA,,,,,,,,,
1869-07,IA,,,,,,,,,
1869-08,IA,,,,,,,,,
1869-09,IA,,,,,,,,,
1869-10,IA,,,,,,,,,
1869-11,IA,,,,,,,,,
1869-12,IA,,,,,,,,,
1870-01,IA,,,,,,,,,
1870-02,IA,,,,,,,,,
1870-03,IA,,,,,,,,,
1870-04,IA,,,,,,,,,
1870-05,IA,,,,,,,,,
1870-06,IA,,,,,,,,,
1870-07,IA,,,,,,,,,
1870-08,IA,,,,,,,,,
1870-09,IA,,,,,,,,,
1870-10,IA,,,,,,,,,
1870-11,IA,,,,,,,,,
1870-12,IA,,,,,,,,,
1871-01,IA,,,,,,,,,
1871-02,IA,,,,,,,,,
1871-03,IA,,,,,,,,,
1871-04,IA,,,,,,,,,
1871-05,IA,,,,,,,,,
1871-06,IA,,,,,,,,,
1871-07,IA,,,,,,,,,
1871-08,IA,,,,,,,,,
1871-09,IA,,,,,,,,,
1871-10,IA,,,,,,,,,
1871-11,IA,,,,,,,,,
1871-12,IA,,,,,,,,,
1872-01,IA,,,,,,,,,
1872-02,IA,,,,,,,,,
1872-03,IA,,,,,,,,,
1872-04,IA,,,,,,,,,
1872-05,IA,,,,,,,,,
1872-06,IA,,,,,,,,,
1872-07,IA,,,,,,,,,
1872-08,IA,,,,,,,,,
1872-09,IA,,,,,,,,,
1872-10,IA,,,,,,,,,
1872-11,IA,,,,,,,,,
1872-12,IA,,,,,,,,,
1873-01,IA,,,,,,,,,
1873-02,IA,,,,,,,,,
1873-03,IA,,,,,,,,,
1873-04,IA,,,,,,,,,
1873-05,IA,,,,,,,,,
1873-06,IA,,,,,,,,,
1873-07,IA,,,,,,,,,
1873-08,IA,,,,,,,,,
1873-09,IA,,,,,,,,,
1873-10,IA,,,,,,,,,
1873-11,IA,,,,,,,,,
1873-12,IA,,,,,,,,,
1874-01,IA,,,,,,,,,
1874-02,IA,,,,,,,,,
1874-03,IA,,,,,,,,,
1874-04,IA,,,,,,,,,
1874-05,IA,,,,,,,,,
1874-06,IA,,,,,,,,,
1874-07,IA,,,,,,,,,
1874-08,IA,,,,,,,,,
1874-09,IA,,,,,,,,,
1874-10,IA,,,,,,,,,
1874-11,IA,,,,,,,,,
1874-12,IA,,,,,,,,,
1875-01,IA,,,,,,,,,
1875-02,IA,,,,,,,,,
1875-03,IA,,,,,,,,,
1875-04,IA,,,,,,,,,
1875-05,IA,,,,,,,,,
1875-06,IA,,,,,,,,,
1875-07,IA,,,,,,,,,
1875-08,IA,,,,,,,,,
1875-09,IA,,,,,,,,,
1875-10,IA,,,,,,,,,
1875-11,IA,,,,,,,,,
1875-12,IA,,,,,,,,,
1876-01,IA,,,,,,,,,
1876-02,IA,,,,,,,,,
1876-03,IA,,,,,,,,,
1876-04,IA,,,,,,,,,
1876-05,IA,,,,,,,,,
1876-06,IA,,,,,,,,,
1876-07,IA,,,,,,,,,
1876-08,IA,,,,,,,,,
1876-09,IA,,,,,,,,,
1876-10,IA,,,,,,,,,
1876-11,IA,,,,,,,,,
1876-12,IA,,,,,,,,,
1877-01,IA,,,,,,,,,
1877-02,IA,,,,,,,,,
1877-03,IA,,,,,,,,,
1877-04,IA,,,,,,,,,
1877-05,IA,,,,,,,,,
1877-06,IA,,,,,,,,,
1877-07,IA,,,,,,,,,
1877-08,IA,,,,,,,,,
1877-09,IA,,,,,,,,,
1877-10,IA,,,,,,,,,
1877-11,IA,,,,,,,,,
1877-12,IA,,,,,,,,,
1878-01,IA,,,,,,,,,
1878-02,IA,,,,,,,,,
1878-03,IA,,,,,,,,,
1878-04,IA,,,,,,,,,
1878-05,IA,,,,,,,,,
1878-06,IA,,,,,,,,,
1878-07,IA,,,,,,,,,
1878-08,IA,76.9,374,839,0,94,63,2.41,,
1878-09,IA,66.5,155,503,102,89,38,2,,
1878-10,IA,51.2,11,180,430,85,15,2.84,,
1878-11,IA,42.6,0,18,665,69,21,0.34,,
1878-12,IA,19.6,0,0,1401,52,-10,1.15,,
1879-01,IA,18.3,0,0,1438,52,-21,0.69,,
1879-02,IA,25.1,0,0,1110,52,-12,1.9,,
1879-03,IA,39,0,59,798,79,1,1.68,,
1879-04,IA,50.7,13,137,433,84,17,1.03,,
1879-05,IA,64.5,106,461,113,88,34,4.74,,
1879-06,IA,69.9,180,604,26,90,45,6.69,,
1879-07,IA,77.4,391,856,0,95,55,0.29,,
1879-08,IA,73.2,270,730,5,93,48,1.98,,
1879-09,IA,60.7,39,332,160,84,34,2.79,,
1879-10,IA,60.4,119,385,255,87,24,3.15,,
1879-11,IA,39.1,0,24,770,65,11,6.49,,
1879-12,IA,21.1,0,0,1355,52,-16,1.39,,
1880-01,IA,36.3,0,1,882,63,10,0.7,,
1880-02,IA,32.1,0,10,949,68,1,0.17,,
1880-03,IA,38.2,0,18,823,80,-3,0.7,,
1880-04,IA,50.7,11,113,433,84,26,1.56,,
1880-05,IA,68.1,150,570,45,93,44,5.84,,
1880-06,IA,71.8,223,664,9,93,48,4.11,,
1880-07,IA,74.6,313,772,6,94,53,3.82,,
1880-08,IA,73.9,288,748,5,96,51,6.69,,
1880-09,IA,62.6,70,384,136,87,40,5.34,,
1880-10,IA,49.6,0,116,471,77,23,4.9,,
1880-11,IA,28.7,0,1,1085,62,0,1.97,,
1880-12,IA,19.5,0,0,1402,49,-17,0.86,,
1881-01,IA,13.5,0,0,1589,42,-19,1.55,,
1881-02,IA,20,0,0,1255,45,-8,2.68,,
1881-03,IA,29.3,0,0,1098,52,6,1.78,,
1881-04,IA,44,6,116,628,81,11,3.36,,
1881-05,IA,68.4,152,578,39,88,40,3.82,,
1881-06,IA,72.3,233,678,5,96,54,15.79,,
1881-07,IA,77.9,406,871,0,98,56,5.57,,
1881-08,IA,79.3,451,916,0,103,57,5.29,,
1881-09,IA,67.4,164,537,84,93,40,4.7,,
1881-10,IA,55.4,19,207,310,83,32,6.45,,
1881-11,IA,36.1,0,2,859,60,6,3.97,,
1881-12,IA,34.9,0,0,927,56,10,1.85,,
1882-01,IA,26.2,0,0,1194,51,-1,0.63,,
1882-02,IA,36.3,0,7,799,65,1,1.21,,
1882-03,IA,37.5,0,10,847,74,10,2.28,,
1882-04,IA,51.4,7,122,410,83,31,3.47,,
1882-05,IA,56.3,19,217,284,83,33,8.53,,
1882-06,IA,68.7,176,565,61,92,44,12.16,,
1882-07,IA,69.7,161,620,6,92,52,4.78,,
1882-08,IA,72.5,245,701,9,91,51,3.14,,
1882-09,IA,65.5,119,473,97,92,37,0.15,,
1882-10,IA,56.1,23,213,293,81,33,5.94,,
1882-11,IA,39.3,0,13,765,71,15,2.81,,
1882-12,IA,22.8,0,0,1302,50,-17,2.5,,
1883-01,IA,8.8,0,0,1733,39,-26,1.72,,
1883-02,IA,17.7,0,0,1318,50,-23,2.51,,
1883-03,IA,32.9,0,0,988,67,5,0.57,,
1883-04,IA,52.6,7,152,371,89,29,3.48,,
1883-05,IA,56.6,12,233,263,83,35,9.76,,
1883-06,IA,68.7,136,568,18,93,50,7.75,,
1883-07,IA,75.4,328,793,0,97,54,2.42,,
1883-08,IA,70.8,196,654,7,91,48,2.83,,
1883-09,IA,60.4,46,322,176,90,37,1.88,,
1883-10,IA,49.1,9,93,493,80,28,4.42,,
1883-11,IA,38.6,0,5,785,67,6,1.32,,
1883-12,IA,27.1,0,0,1167,57,-10,1.08,,
1884-01,IA,15.5,0,0,1528,49,-30,0.85,,
1884-02,IA,20.8,0,0,1273,54,-8,1.92,,
1884-03,IA,34.3,0,19,942,70,-6,2.24,,
1884-04,IA,48.8,1,92,480,74,26,2.97,,
1884-05,IA,60.8,23,346,144,80,35,4.34,,
1884-06,IA,71.2,209,643,16,95,47,3.84,,
1884-07,IA,73.6,277,742,0,95,55,7.16,,
1884-08,IA,70,171,627,9,91,49,3.84,,
1884-09,IA,68.8,152,571,31,92,43,5.46,,
1884-10,IA,55.7,43,254,322,86,28,5.33,,
1884-11,IA,37.7,0,2,812,64,2,1.26,,
1884-12,IA,18.4,0,0,1434,50,-18,1.93,,10
1885-01,IA,10.7,0,0,1674,47,-20,1,,13.3
1885-02,IA,14.4,0,0,1414,50,-20,0.42,,11.6
1885-03,IA,34.4,0,1,941,63,7,0.04,,0.3
1885-04,IA,50.1,1,106,441,76,26,3.62,,2.6
1885-05,IA,60.3,58,354,194,92,28,1.7,,0
1885-06,IA,70.7,204,626,28,93,44,5.03,,0
1885-07,IA,77.6,397,862,0,100,54,6.55,,0
1885-08,IA,70,190,627,28,90,46,5.1,,0
1885-09,IA,64.3,87,435,102,87,45,4.82,,0
1885-10,IA,49.4,0,98,474,77,29,4.18,,0
1885-11,IA,40,0,14,741,66,21,0.61,,
1885-12,IA,28.3,0,1,1133,56,0,1.96,,13.2
1886-01,IA,10.9,0,0,1669,37,-24,3.47,,37
1886-02,IA,24.7,0,0,1121,52,-20,0.52,,4.4
1886-03,IA,35.6,0,12,904,70,8,1.41,,16.3
1886-04,IA,53.9,23,221,348,84,21,4.32,,0
1886-05,IA,65.9,110,499,76,94,37,4.01,,0
1886-06,IA,72.9,253,694,9,101,45,1.21,,0
1886-07,IA,80.3,483,948,0,104,57,0.27,,0
1886-08,IA,78.5,434,894,5,101,46,1.1,,0
1886-09,IA,66.7,149,508,92,93,39,7.93,,0
1886-10,IA,57.9,39,298,250,84,27,2.62,,0
1886-11,IA,36.6,0,21,847,68,10,1.86,,11.3
1886-12,IA,18.5,0,0,1431,54,-20,0.81,,9.2
1887-01,IA,10.9,0,0,1671,42,-24,0.83,,8.8
1887-02,IA,19.7,0,0,1260,54,-15,1.65,,7.2
1887-03,IA,36.3,0,10,882,72,10,1.79,,10.8
1887-04,IA,52.6,25,180,391,87,18,2.48,,
1887-05,IA,66,111,505,71,93,39,1.91,,0
1887-06,IA,72.4,246,680,16,94,45,2.25,,0
1887-07,IA,77.6,398,863,0,102,52,1.94,,0
1887-08,IA,72.6,269,709,25,101,46,2.66,,0
1887-09,IA,64.5,104,443,112,92,40,6.06,,0
1887-10,IA,49.3,11,117,491,83,14,1.4,,0
1887-11,IA,36.7,0,27,840,73,-9,0.52,,1.6
1887-12,IA,23.3,0,0,1284,50,-13,1.41,,12.3
1888-01,IA,7.1,0,0,1784,44,-27,1.15,,5.8
1888-02,IA,23,0,0,1211,57,-21,1.51,,2.1
1888-03,IA,30.1,0,2,1072,73,-5,3.09,,5.6
1888-04,IA,51.3,5,119,409,80,21,1.45,,
1888-05,IA,55.3,6,202,300,81,34,7.84,,0
1888-06,IA,68.7,161,567,44,88,43,2.32,,0
1888-07,IA,77.2,388,853,0,99,57,3.42,,0
1888-08,IA,71.4,214,669,10,97,46,4.52,,0
1888-09,IA,61.4,36,355,138,90,32,0.48,,0
1888-10,IA,49.9,0,109,462,79,28,0.84,,2
1888-11,IA,38.9,0,28,779,75,15,2.09,,0.5
1888-12,IA,30.4,0,0,1064,60,11,2.44,,17
1889-01,IA,22.9,0,0,1297,50,-1,1.22,,1.2
1889-02,IA,21.1,0,0,1224,52,-13,0.27,,0.8
1889-03,IA,42.2,0,6,698,69,16,0.11,,
1889-04,IA,52.3,0,112,376,82,24,2.66,,0
1889-05,IA,60.9,55,346,177,85,34,4.84,,0
1889-06,IA,67.9,149,541,58,88,37,4.39,,0
1889-07,IA,73.9,282,746,1,91,51,4.37,,0
1889-08,IA,72.1,231,693,3,93,47,2.25,,0
1889-09,IA,62.8,84,396,141,86,31,3.41,,0
1889-10,IA,49.2,4,89,487,85,26,0.52,,0
1889-11,IA,34.8,0,0,900,63,4,1.29,,0.2
1889-12,IA,39.5,0,10,783,69,8,0.57,,0.1
1890-01,IA,20.7,0,0,1367,50,-18,2.62,,17.4
1890-02,IA,26.9,0,0,1061,59,-5,1.17,,12
1890-03,IA,29.7,0,3,1088,66,-8,0.91,,5.7
1890-04,IA,52.9,3,144,359,83,25,0.78,,0
1890-05,IA,58.4,44,294,239,89,32,3,,0
1890-06,IA,73.1,268,703,15,96,49,4.91,,0
1890-07,IA,76.9,376,841,0,101,55,1.1,,0
1890-08,IA,69.6,169,613,21,97,48,3.35,,0
1890-09,IA,61,63,339,176,89,33,1.57,,0
1890-10,IA,51.5,7,127,419,79,22,4.48,,0
1890-11,IA,41.1,0,8,708,67,19,0.74,,0.8
1890-12,IA,32.3,0,1,1006,66,3,0.11,,1
1891-01,IA,28.3,0,0,1130,47,6,1.82,,4
1891-02,IA,23.2,0,0,1165,55,-10,1.13,,6
1891-03,IA,28.8,0,0,1115,60,-5,2.25,,17.5
1891-04,IA,52.1,4,185,384,81,20,2.12,,
1891-05,IA,57.8,18,261,232,83,34,3.29,,0
1891-06,IA,69.2,181,581,50,90,49,5.6,,0
1891-07,IA,68.7,134,584,15,88,49,2.78,,0
1891-08,IA,69.8,204,622,47,93,40,4.22,,0
1891-09,IA,68.3,159,554,55,90,39,1.64,,0
1891-10,IA,52.6,17,155,394,81,28,2.41,,0
1891-11,IA,32.2,0,3,976,66,-10,1.34,,3.3
1891-12,IA,34.6,0,0,935,61,0,1.54,,8.1
1892-01,IA,18.1,0,0,1448,50,-26,1.6,,10.4
1892-02,IA,29.1,0,0,1035,50,-1,1.35,,7.5
1892-03,IA,33.6,0,5,968,73,6,2.47,,3.5
1892-04,IA,46.8,0,55,540,72,25,3.36,,0.9
1892-05,IA,55,2,192,305,75,35,8.77,,
1892-06,IA,68.9,165,574,41,92,48,3.41,,0
1892-07,IA,73.8,281,743,3,95,50,8.64,,0
1892-08,IA,72.2,240,696,9,95,47,2.45,,0
1892-09,IA,65.8,97,482,65,92,39,1.12,,0
1892-10,IA,55.1,26,236,325,87,25,2.54,,0
1892-11,IA,34.6,0,0,905,64,12,0.76,,
1892-12,IA,19.5,0,0,1405,54,-16,1.95,,11.5
1893-01,IA,10.2,0,0,1688,42,-14,0.56,,7.4
1893-02,IA,17.3,0,0,1330,45,-16,1.28,,6.2
1893-03,IA,33.4,0,15,973,74,1,1.15,,1.7
1893-04,IA,45.9,6,66,573,80,22,5.61,,3.2
1893-05,IA,56.9,24,251,268,83,33,2.84,,0
1893-06,IA,71.4,211,649,12,90,47,4.69,,0
1893-07,IA,75.5,332,797,0,95,56,3.55,,0
1893-08,IA,73.5,271,734,2,100,42,1.6,,0
1893-09,IA,66.2,152,498,109,95,33,1.33,,0
1893-10,IA,55,30,235,332,86,22,0.22,,0
1893-11,IA,35.8,0,23,868,72,1,1.51,,8.1
1893-12,IA,23,0,5,1296,59,-8,1.3,,11.9
1894-01,IA,20.8,0,0,1363,55,-27,1.09,,7.5
1894-02,IA,20.5,0,0,1239,54,-8,1.39,,13
1894-03,IA,42.7,4,60,689,81,4,1.78,,3
1894-04,IA,53,33,190,382,87,28,1.7,,
1894-05,IA,62.1,63,383,145,90,36,1.41,,0
1894-06,IA,74.5,300,740,10,99,43,1.67,,0
1894-07,IA,77.7,401,866,0,104,52,0.29,,0
1894-08,IA,76,349,813,1,100,47,1.89,,0
1894-09,IA,66.7,138,509,79,93,37,4.46,,0
1894-10,IA,53.6,6,165,353,82,30,2.24,,
1894-11,IA,34.5,0,5,907,66,4,0.99,,
1894-12,IA,32.6,0,7,995,65,-8,1.15,,1.9
1895-01,IA,16.7,0,1,1492,64,-14,1.3,,15.6
1895-02,IA,19.4,0,8,1267,64,-18,0.6,,3.1
1895-03,IA,35.9,9,46,902,88,3,0.5,,3.6
1895-04,IA,55.5,19,210,297,85,27,3.41,,0.2
1895-05,IA,62.7,113,408,177,94,35,2.86,,0
1895-06,IA,70.5,180,621,9,89,50,5.26,,0
1895-07,IA,72.6,251,708,8,98,48,3.1,,0
1895-08,IA,73.6,274,739,0,94,51,3.57,,0
1895-09,IA,69.4,233,597,92,94,32,3.2,,0
1895-10,IA,48.2,0,100,515,75,15,0.29,,0
1895-11,IA,36.4,1,39,853,74,2,0.85,,1.2
1895-12,IA,27.2,0,0,1164,57,0,1.86,,9.1
1896-01,IA,25,0,0,1233,49,-8,0.6,,3.1
1896-02,IA,29.9,0,1,1013,70,-2,0.79,,5.2
1896-03,IA,32.3,0,1,1006,71,3,1.24,,7.9
1896-04,IA,55.9,30,277,296,86,20,3.47,,
1896-05,IA,66.5,115,519,61,87,46,6.5,,0
1896-06,IA,70.1,197,613,34,91,49,2.69,,0
1896-07,IA,73.2,266,727,4,95,54,8.15,,0
1896-08,IA,72.7,250,710,5,94,47,5.49,,0
1896-09,IA,59.6,39,304,192,83,32,3.61,,0
1896-10,IA,50.5,0,118,441,75,26,2.69,,
1896-11,IA,32,0,17,982,74,-2,1.01,,2.6
1896-12,IA,34,0,0,953,59,12,0.85,,0.9
1897-01,IA,19.5,0,0,1404,61,-17,2.02,,13.9
1897-02,IA,26.9,0,0,1060,48,-14,0.71,,8.1
1897-03,IA,34.7,0,6,930,60,-2,2.13,,6.1
1897-04,IA,49.4,0,98,460,79,29,7.37,,
1897-05,IA,59.7,33,311,190,83,39,2.31,,0
1897-06,IA,70.1,213,609,54,94,41,3.15,,0
1897-07,IA,76.4,363,828,0,98,52,2.88,,0
1897-08,IA,70.4,191,638,18,94,44,1.77,,0
1897-09,IA,73.7,304,720,34,98,38,1.56,,0
1897-10,IA,58.6,66,291,258,90,30,0.85,,0
1897-11,IA,36.4,0,19,849,76,-1,0.34,,1.3
1897-12,IA,19.6,0,0,1399,49,-13,1.98,,19.6
1898-01,IA,25.6,0,0,1213,43,2,1.59,,17.6
1898-02,IA,26.3,0,0,1078,48,-7,0.82,,3.1
1898-03,IA,39.8,0,8,772,67,13,1.35,,0.4
1898-04,IA,50.1,7,95,449,90,25,2.64,,0
1898-05,IA,60.7,39,344,167,87,38,4.22,,0
1898-06,IA,72.2,224,670,4,92,54,6.85,,0
1898-07,IA,74.2,291,756,0,97,54,1.86,,0
1898-08,IA,73.9,287,750,2,99,51,1.09,,0
1898-09,IA,67.5,151,531,70,94,45,1.91,,0
1898-10,IA,49.2,16,131,499,85,26,3.56,,1.7
1898-11,IA,34.1,0,20,917,69,-2,1.87,,12.3
1898-12,IA,20.5,0,0,1370,46,-10,0.57,,2.2
1899-01,IA,23.7,0,0,1271,51,-16,0.29,,1.7
1899-02,IA,15.6,0,0,1377,58,-24,0.57,,5.8
1899-03,IA,27.8,0,3,1145,65,-1,1.04,,2.8
1899-04,IA,49.7,7,154,458,82,13,2.22,,3
1899-05,IA,60.9,37,350,156,84,41,6.71,,0
1899-06,IA,72,219,668,1,90,54,3.53,,0
1899-07,IA,73.5,271,736,0,91,52,3.2,,0
1899-08,IA,75,318,783,0,95,56,3.53,,0
1899-09,IA,64.1,128,449,149,99,26,1.17,,0
1899-10,IA,59.2,66,311,237,91,27,0.59,,0
1899-11,IA,45.8,0,40,570,70,20,1.76,,
1899-12,IA,23.7,0,0,1274,52,-5,2.12,,10.2
1900-01,IA,27.6,0,0,1153,54,-10,0.2,,0.6
1900-02,IA,17.1,0,0,1336,45,-10,0.5,,7.8
1900-03,IA,33.1,0,3,981,68,-4,3.07,,0.2
1900-04,IA,54.5,7,207,316,80,28,3.82,,0.1
1900-05,IA,64.2,100,450,116,89,35,4.76,,0
1900-06,IA,70.1,167,613,4,91,50,4.89,,0
1900-07,IA,74.2,294,759,0,95,54,5.15,,0
1900-08,IA,77.7,403,868,0,92,61,8.02,,0
1900-09,IA,65.4,123,468,106,92,40,3.66,,0
1900-10,IA,60.5,54,335,186,87,33,3.08,,0
1900-11,IA,35.5,0,12,877,71,11,0.96,,3.2
1900-12,IA,28.6,0,0,1120,54,-2,0.35,,3
1901-01,IA,26.3,0,0,1191,57,-3,1.01,,10.3
1901-02,IA,20,0,0,1254,44,-8,1.11,,13.5
1901-03,IA,35.8,0,7,897,66,4,3.02,,16.6
1901-04,IA,50.5,29,134,459,84,28,2.26,,5.3
1901-05,IA,61.7,51,368,148,88,36,1.4,,0
1901-06,IA,73.4,286,707,29,98,42,2.41,,0
1901-07,IA,83.9,592,1057,0,109,59,1.72,,0
1901-08,IA,75,318,783,0,95,56,0.67,,0
1901-09,IA,64.8,110,463,110,93,36,2.6,,0
1901-10,IA,56.1,15,230,282,83,30,2.14,,0
1901-11,IA,37.5,0,6,815,67,13,0.4,,2
1901-12,IA,21.9,0,0,1331,47,-18,1.03,,7.9
1902-01,IA,24.4,0,0,1248,58,-16,0.91,,12
1902-02,IA,19.8,0,0,1258,56,-9,0.52,,1.3
1902-03,IA,40.5,0,30,751,71,2,1.15,,0.6
1902-04,IA,49.6,14,102,469,89,23,1.55,,
1902-05,IA,64.7,97,463,99,88,44,4.69,,0
1902-06,IA,65.8,107,480,77,90,43,7.27,,0
1902-07,IA,74.5,302,765,2,93,54,5.95,,0
1902-08,IA,70.4,185,641,9,94,50,7.82,,0
1902-09,IA,59.9,11,307,156,83,35,5.03,,0
1902-10,IA,55.4,8,197,300,77,31,3.7,,0
1902-11,IA,43.3,0,44,644,72,24,1.65,,
1902-12,IA,22.4,0,0,1315,50,-7,1.77,,15.9
1903-01,IA,25.4,0,0,1218,49,-3,0.2,,1.4
1903-02,IA,21.9,0,0,1202,46,-13,1.12,,9.1
1903-03,IA,40.6,1,33,753,74,15,1.09,,8.3
1903-04,IA,51.3,1,105,407,78,29,1.64,,0.5
1903-05,IA,62.8,66,419,128,83,31,10.64,,0
1903-06,IA,65.8,93,483,60,92,43,3.06,,0
1903-07,IA,74.3,302,763,4,94,55,3.62,,0
1903-08,IA,70.1,179,630,14,92,50,6.72,,0
1903-09,IA,61.9,55,370,140,84,39,1.62,,0
1903-10,IA,53.9,6,161,342,82,29,1.32,,0
1903-11,IA,36.2,0,38,858,69,10,0.31,,0.1
1903-12,IA,22.6,0,0,1305,55,-9,0.09,,1.6
1904-01,IA,15.6,0,0,1524,50,-18,1.22,,5
1904-02,IA,16.7,0,0,1392,47,-9,0.22,,3.5
1904-03,IA,36.1,0,0,888,63,8,1.2,,4.5
1904-04,IA,45.5,0,49,577,74,26,5.48,,0.2
1904-05,IA,60.5,18,338,149,85,38,3.16,,0
1904-06,IA,68.4,114,557,7,87,52,2.08,,0
1904-07,IA,71.6,213,678,0,93,54,6.94,,0
1904-08,IA,70.1,178,633,10,91,49,2.6,,0
1904-09,IA,65.2,100,463,87,89,38,1.95,,0
1904-10,IA,54.5,22,196,337,86,28,1.5,,0
1904-11,IA,42.9,0,32,656,71,13,0.06,,
1904-12,IA,25.3,0,0,1222,58,-6,2.02,,22.4
1905-01,IA,12.8,0,0,1611,45,-15,1.08,,14.1
1905-02,IA,14.8,0,0,1399,63,-26,1.06,,16.5
1905-03,IA,43.5,1,72,661,77,11,2.16,,2.6
1905-04,IA,48.7,0,84,484,82,21,3.29,,2.2
1905-05,IA,59.1,17,289,195,80,38,4.44,,0
1905-06,IA,70.6,188,626,12,90,51,5.73,,0
1905-07,IA,71,191,654,2,94,54,4.53,,0
1905-08,IA,75.5,330,795,0,94,58,5.21,,0
1905-09,IA,67.3,115,529,36,88,50,3.47,,0
1905-10,IA,50.8,24,169,459,85,24,3.64,,0.8
1905-11,IA,40,0,3,742,64,3,2.34,,0.1
1905-12,IA,28.9,0,0,1114,57,1,0.55,,6.6
1906-01,IA,27.1,0,0,1168,54,-8,2.07,,18.1
1906-02,IA,25.3,0,0,1104,61,-12,0.86,,7.1
1906-03,IA,28.6,0,0,1121,58,1,1.84,,11.7
1906-04,IA,53.7,0,155,329,86,29,2.96,,0
1906-05,IA,61.9,81,392,171,84,33,2.21,,0
1906-06,IA,69.6,158,598,10,92,48,3.8,,0
1906-07,IA,71.4,208,672,1,91,52,2.67,,0
1906-08,IA,74.9,320,777,8,97,46,4.86,,0
1906-09,IA,67.9,144,544,50,93,43,3.24,,0
1906-10,IA,51.6,0,154,410,80,24,1.18,,0
1906-11,IA,37.1,0,33,828,73,8,2.29,,6.2
1906-12,IA,28.1,0,0,1136,52,1,1.46,,0.6
1907-01,IA,20.5,0,0,1374,48,-7,0.87,,5.3
1907-02,IA,27.6,0,0,1040,56,-12,0.93,,5.3
1907-03,IA,42.9,9,89,687,88,14,1.18,,3.6
1907-04,IA,42.3,0,23,675,72,19,1.48,,8.7
1907-05,IA,54.2,13,195,340,84,26,3.97,,1.3
1907-06,IA,67.2,126,523,53,91,47,4.13,,0
1907-07,IA,75.3,329,794,0,94,58,10.2,,0
1907-08,IA,72,235,693,7,93,51,5.03,,0
1907-09,IA,63.8,109,424,137,90,35,2.4,,0
1907-10,IA,51.7,1,143,405,78,22,1.7,,
1907-11,IA,38.6,0,1,786,59,17,1.12,,3
1907-12,IA,31.1,0,0,1041,52,11,1.01,,4.3
1908-01,IA,27.1,0,0,1165,53,-7,0.46,,6
1908-02,IA,26.1,0,0,1122,48,-5,1.51,,10.4
1908-03,IA,39.8,0,20,771,80,15,1.43,,
1908-04,IA,51.8,8,169,396,84,18,2.69,,
1908-05,IA,60.5,57,358,191,86,30,9.89,,0
1908-06,IA,68,143,548,45,88,48,5.93,,0
1908-07,IA,74.3,300,760,5,94,52,1.56,,0
1908-08,IA,71.4,215,672,8,95,52,6.54,,0
1908-09,IA,68.3,198,582,88,92,30,0.94,,0
1908-10,IA,52.9,23,192,390,84,31,3.68,,0
1908-11,IA,41.5,0,21,696,73,14,0.95,,0.8
1908-12,IA,29.6,0,0,1089,54,-7,0.31,,4.1
1909-01,IA,22.8,0,0,1300,59,-15,1.61,,11.5
1909-02,IA,29.6,0,0,984,60,1,0.9,,2.9
1909-03,IA,33.8,0,1,960,65,0,1.56,,11.3
1909-04,IA,45.1,0,41,589,76,24,5.14,,
1909-05,IA,59.2,18,323,191,92,27,4.24,,
1909-06,IA,70.1,174,611,13,88,54,7.03,,0
1909-07,IA,72.9,264,717,12,96,54,4.41,,0
1909-08,IA,78.1,418,881,2,96,50,0.14,,0
1909-09,IA,63.8,77,421,106,89,41,2.06,,0
1909-10,IA,51.4,24,186,440,89,20,2.89,,
1909-11,IA,44.8,0,75,600,76,14,3.71,,1.8
